age,goal_time_minutes,goal_distance_km,experience_encoded,race_terrain_encoded,weeks_of_training,avg_weekly_miles_last_12w,peak_weekly_miles,avg_training_pace_min_per_mile,longest_run_miles,num_runs_20_plus,pct_miles_road,pct_miles_trail,pct_miles_track,adherence_pct,days_to_race,negative_sentiment_rate,actual_finish_time_minutes,met_goal
50.0,27.0,5.0,2.0,1.0,10.0,8.56,11.67,9.264,5.71,0.0,38.39,37.63,23.98,80.96,51.0,0.2792,33.95,0.0
47.0,135.0,21.0975,0.0,1.0,18.0,26.05,38.42,9.07,14.9,0.0,79.26,20.42,0.33,66.53,24.0,0.1901,140.36,1.0
48.0,365.0,42.195,1.0,0.0,20.0,38.65,50.25,8.407,18.43,0.0,77.58,14.93,7.49,65.71,51.0,0.0435,295.07,1.0
55.0,187.0,21.0975,2.0,0.0,13.0,22.56,24.88,7.562,12.05,0.0,72.07,23.23,4.69,79.63,32.0,0.2504,175.37,1.0
51.0,52.0,10.0,0.0,1.0,10.0,11.56,18.64,10.876,9.64,0.0,50.61,32.14,17.25,71.06,59.0,0.0361,68.84,0.0
36.0,132.0,21.0975,0.0,0.0,20.0,16.52,20.1,11.689,11.29,0.0,56.91,38.18,4.91,65.94,51.0,0.1414,150.63,0.0
47.0,91.0,10.0,0.0,0.0,16.0,24.38,34.09,9.754,8.53,0.0,56.52,26.23,17.25,95.28,50.0,0.1707,93.45,1.0
33.0,31.0,5.0,1.0,0.0,11.0,18.32,27.86,7.879,7.5,0.0,62.61,17.53,19.85,94.69,76.0,0.4404,33.14,0.0
31.0,59.0,10.0,0.0,1.0,9.0,10.18,15.26,9.34,10.23,0.0,32.46,45.86,21.68,81.5,29.0,0.1749,67.99,0.0
38.0,300.0,42.195,0.0,0.0,20.0,31.82,35.58,11.199,16.02,0.0,89.77,0.0,10.23,87.46,59.0,0.2093,291.6,1.0
48.0,166.0,21.0975,0.0,0.0,19.0,23.76,33.32,12.136,14.62,0.0,75.74,6.76,17.5,75.82,54.0,0.1496,163.87,1.0
27.0,41.0,5.0,0.0,0.0,7.0,20.41,23.62,10.502,4.45,0.0,85.07,13.23,1.7,86.11,56.0,0.1742,43.34,1.0
29.0,22.0,5.0,2.0,2.0,8.0,17.48,22.21,8.732,7.0,0.0,40.04,35.54,24.42,83.23,36.0,0.1206,31.47,0.0
29.0,29.0,5.0,0.0,1.0,9.0,14.14,20.45,10.398,6.32,0.0,56.75,38.92,4.32,83.57,77.0,0.109,40.21,0.0
40.0,54.0,10.0,2.0,0.0,10.0,19.49,29.06,7.492,11.74,0.0,77.76,15.88,6.36,71.97,40.0,0.1675,64.27,0.0
40.0,200.0,21.0975,2.0,2.0,18.0,25.23,29.71,8.393,8.61,0.0,62.47,24.88,12.64,63.37,30.0,0.1727,181.9,0.0
30.0,50.0,10.0,0.0,0.0,11.0,22.88,31.19,8.754,10.1,0.0,62.58,19.49,17.92,69.21,24.0,0.293,57.8,0.0
46.0,272.0,42.195,0.0,1.0,17.0,48.18,59.44,8.006,19.46,3.0,60.05,32.68,7.26,89.68,43.0,0.1438,242.35,1.0
40.0,33.0,5.0,0.0,0.0,12.0,14.77,22.65,9.496,8.96,0.0,60.37,25.69,13.94,76.97,77.0,0.1908,38.66,0.0
28.0,218.0,42.195,1.0,0.0,24.0,22.35,30.53,11.108,16.45,3.0,79.33,6.86,13.8,89.94,39.0,0.1772,236.15,1.0
54.0,377.0,42.195,2.0,1.0,16.0,21.62,30.95,6.574,13.97,2.0,59.46,36.15,4.38,83.63,76.0,0.1971,329.55,1.0
55.0,135.0,21.0975,0.0,0.0,12.0,36.16,43.94,8.684,9.67,0.0,61.6,13.8,24.59,100.0,63.0,0.1906,144.1,1.0
36.0,401.0,42.195,0.0,0.0,21.0,40.0,56.16,8.822,21.33,2.0,55.62,36.9,7.48,84.86,54.0,0.2567,295.8,1.0
30.0,98.0,21.0975,1.0,0.0,12.0,19.35,27.74,9.973,15.41,0.0,60.4,17.3,22.3,81.82,27.0,0.1029,128.08,0.0
51.0,205.0,21.0975,0.0,0.0,18.0,18.23,24.65,10.177,8.72,0.0,79.94,3.41,16.65,58.23,32.0,0.0398,204.51,1.0
41.0,265.0,42.195,1.0,2.0,15.0,48.62,59.0,7.184,18.23,2.0,57.79,40.1,2.11,69.29,28.0,0.147,217.29,1.0
48.0,57.0,10.0,0.0,1.0,11.0,10.57,15.67,11.085,11.79,0.0,48.37,35.05,16.57,72.11,87.0,0.2275,75.0,0.0
38.0,33.0,5.0,0.0,0.0,13.0,16.91,23.51,11.521,6.4,0.0,57.41,39.13,3.46,81.48,73.0,0.1148,40.05,0.0
26.0,104.0,21.0975,0.0,1.0,12.0,28.51,40.05,9.728,14.67,0.0,13.8,62.11,24.09,75.3,61.0,0.2742,128.12,0.0
22.0,133.0,21.0975,1.0,2.0,16.0,15.04,22.47,11.244,9.11,0.0,61.27,21.42,17.31,89.95,44.0,0.1308,147.34,0.0
55.0,50.0,10.0,1.0,0.0,10.0,22.57,26.74,9.395,10.39,0.0,61.85,31.24,6.91,73.19,85.0,0.2008,58.08,0.0
24.0,114.0,21.0975,2.0,1.0,18.0,29.96,34.79,9.026,11.81,0.0,52.58,42.39,5.03,91.44,48.0,0.1227,127.28,0.0
32.0,68.0,10.0,1.0,0.0,11.0,10.18,15.63,10.076,10.78,0.0,69.94,8.28,21.78,100.0,21.0,0.2185,79.5,0.0
46.0,66.0,10.0,0.0,0.0,10.0,12.35,18.4,10.223,11.71,0.0,91.06,3.52,5.42,88.81,23.0,0.0716,81.04,0.0
40.0,96.0,21.0975,0.0,0.0,12.0,14.88,20.11,11.903,9.23,0.0,71.93,18.3,9.77,91.84,45.0,0.1464,127.2,0.0
36.0,184.0,42.195,1.0,2.0,21.0,31.18,43.11,8.685,20.29,0.0,66.0,26.89,7.11,100.0,21.0,0.1423,208.15,0.0
41.0,54.0,10.0,0.0,0.0,8.0,15.75,21.18,11.69,10.25,0.0,68.42,22.16,9.41,86.66,24.0,0.1069,64.87,0.0
50.0,49.0,10.0,1.0,0.0,16.0,18.02,24.42,9.44,11.7,0.0,40.13,35.66,24.21,88.39,25.0,0.0848,57.23,0.0
25.0,18.0,5.0,0.0,0.0,7.0,23.16,29.34,9.845,4.27,0.0,66.27,14.88,18.85,80.22,46.0,0.4255,24.91,0.0
24.0,42.0,5.0,0.0,0.0,6.0,8.29,11.53,10.81,7.55,0.0,62.97,23.62,13.42,100.0,22.0,0.2876,41.57,1.0
26.0,158.0,21.0975,0.0,0.0,17.0,33.09,44.58,8.956,15.69,0.0,55.88,23.27,20.85,82.89,70.0,0.3426,150.34,1.0
33.0,166.0,21.0975,0.0,0.0,20.0,31.26,45.62,10.22,14.29,0.0,52.36,28.44,19.2,64.67,30.0,0.045,160.95,1.0
39.0,208.0,21.0975,0.0,0.0,16.0,35.51,49.68,9.161,15.76,0.0,67.09,10.2,22.7,72.99,24.0,0.518,183.1,1.0
41.0,52.0,10.0,0.0,0.0,8.0,12.92,18.24,11.125,7.34,0.0,56.23,25.87,17.9,72.36,27.0,0.098,65.48,0.0
34.0,208.0,21.0975,2.0,0.0,20.0,21.91,30.53,8.505,10.11,0.0,63.99,31.44,4.57,66.23,23.0,0.3375,192.79,1.0
42.0,22.0,5.0,0.0,0.0,11.0,23.88,27.55,9.461,4.85,0.0,82.71,13.55,3.74,81.37,69.0,0.1173,30.04,0.0
28.0,18.0,5.0,0.0,0.0,14.0,22.01,25.26,9.805,8.19,0.0,76.86,17.74,5.4,87.26,37.0,0.101,23.99,0.0
40.0,43.0,10.0,0.0,0.0,10.0,18.72,22.7,10.598,9.59,0.0,87.9,7.59,4.51,97.73,51.0,0.0564,57.17,0.0
28.0,36.0,5.0,0.0,2.0,7.0,12.93,15.21,11.091,4.08,0.0,63.47,32.87,3.66,87.71,90.0,0.1449,40.38,1.0
54.0,211.0,42.195,1.0,0.0,18.0,39.53,53.8,6.5,21.35,3.0,56.91,25.09,18.0,96.33,52.0,0.2468,194.53,1.0
37.0,32.0,5.0,0.0,0.0,14.0,19.12,28.66,9.646,7.6,0.0,84.84,11.71,3.44,92.7,24.0,0.1362,35.59,0.0
47.0,104.0,21.0975,0.0,0.0,18.0,28.47,35.04,8.492,13.53,0.0,61.67,28.47,9.87,75.12,60.0,0.2275,131.24,0.0
39.0,196.0,21.0975,2.0,0.0,19.0,32.44,40.11,6.5,10.01,0.0,59.05,35.03,5.92,73.55,51.0,0.3741,162.03,1.0
53.0,308.0,42.195,0.0,2.0,22.0,34.03,37.36,8.835,18.31,1.0,57.62,21.28,21.1,92.45,50.0,0.1844,270.87,1.0
33.0,339.0,42.195,0.0,0.0,20.0,23.82,31.19,10.487,19.62,1.0,57.45,18.67,23.88,58.94,40.0,0.3546,307.32,1.0
35.0,183.0,42.195,0.0,1.0,20.0,53.62,65.46,8.147,19.0,4.0,39.72,38.38,21.9,99.21,46.0,0.2078,181.09,1.0
44.0,302.0,42.195,0.0,0.0,20.0,35.27,46.67,10.588,21.14,3.0,47.26,34.24,18.5,81.62,68.0,0.3962,278.69,1.0
36.0,125.0,21.0975,1.0,0.0,13.0,23.87,27.99,9.477,13.34,0.0,73.45,11.78,14.77,92.39,69.0,0.1599,135.52,0.0
49.0,178.0,21.0975,1.0,0.0,19.0,34.33,46.11,8.793,8.88,0.0,89.35,0.0,10.65,75.11,84.0,0.0663,167.4,1.0
42.0,45.0,10.0,0.0,0.0,14.0,25.21,33.37,9.792,6.17,0.0,55.2,32.64,12.16,100.0,50.0,0.3957,59.64,0.0
31.0,131.0,21.0975,0.0,0.0,10.0,24.97,31.89,11.264,8.7,0.0,47.58,29.43,22.99,85.57,51.0,0.0658,151.06,0.0
51.0,148.0,21.0975,0.0,0.0,14.0,22.02,26.88,11.082,10.2,0.0,64.4,14.68,20.92,100.0,90.0,0.1968,154.49,1.0
34.0,177.0,21.0975,2.0,0.0,17.0,20.24,25.51,8.568,9.88,0.0,62.34,30.36,7.3,78.48,61.0,0.198,167.87,1.0
47.0,40.0,10.0,0.0,2.0,14.0,27.42,32.18,11.097,11.44,0.0,60.62,18.82,20.56,52.92,33.0,0.4657,55.39,0.0
44.0,42.0,5.0,0.0,0.0,14.0,10.81,13.09,10.434,8.23,0.0,69.06,18.04,12.9,70.69,78.0,0.1939,43.75,1.0
37.0,44.0,5.0,2.0,0.0,9.0,19.51,26.54,7.239,4.49,0.0,70.75,17.56,11.69,52.31,34.0,0.325,44.02,0.0
43.0,42.0,5.0,0.0,0.0,13.0,12.47,18.28,10.414,6.01,0.0,74.17,2.95,22.88,86.26,35.0,0.0159,45.65,0.0
37.0,123.0,21.0975,2.0,0.0,20.0,28.52,33.12,8.118,14.59,0.0,67.79,26.54,5.68,73.49,26.0,0.201,124.86,0.0
48.0,83.0,10.0,1.0,0.0,11.0,13.59,21.88,8.09,10.35,0.0,69.73,16.68,13.59,81.84,86.0,0.1986,80.47,1.0
54.0,183.0,21.0975,0.0,0.0,11.0,35.53,38.77,9.717,15.76,0.0,73.91,12.89,13.21,73.5,73.0,0.1772,181.57,1.0
49.0,205.0,21.0975,1.0,0.0,19.0,30.85,46.54,7.72,10.32,0.0,59.64,22.74,17.62,67.45,66.0,0.0942,181.11,1.0
29.0,22.0,5.0,2.0,0.0,14.0,12.09,18.78,7.512,6.77,0.0,60.21,21.86,17.93,91.71,37.0,0.1732,29.77,0.0
45.0,257.0,42.195,0.0,2.0,21.0,28.05,35.9,11.676,16.92,3.0,68.14,17.24,14.62,96.74,29.0,0.2982,268.56,1.0
39.0,184.0,21.0975,1.0,0.0,12.0,18.44,24.75,9.039,11.76,0.0,73.6,16.1,10.3,77.11,33.0,0.1045,174.27,1.0
49.0,38.0,10.0,2.0,0.0,15.0,23.57,30.52,7.255,6.03,0.0,88.37,7.44,4.19,75.24,86.0,0.1959,51.75,0.0
43.0,38.0,5.0,2.0,0.0,6.0,17.48,20.59,7.217,6.97,0.0,60.98,29.07,9.95,81.65,39.0,0.0405,41.68,0.0
46.0,83.0,10.0,0.0,1.0,13.0,22.9,28.75,10.679,10.83,0.0,32.3,64.54,3.16,85.37,56.0,0.5444,94.44,0.0
44.0,64.0,10.0,1.0,0.0,10.0,25.57,28.69,9.716,7.78,0.0,76.05,13.63,10.31,98.91,73.0,0.12,67.79,1.0
29.0,55.0,10.0,2.0,1.0,8.0,17.08,22.54,6.942,11.1,0.0,52.46,46.28,1.26,83.53,50.0,0.1044,68.23,1.0
39.0,135.0,21.0975,0.0,2.0,17.0,34.23,43.04,10.253,8.15,0.0,59.17,19.88,20.94,77.99,45.0,0.0788,145.21,0.0
42.0,175.0,21.0975,0.0,0.0,18.0,24.33,26.72,11.303,9.3,0.0,46.43,44.9,8.66,74.47,25.0,0.6,170.67,1.0
25.0,265.0,42.195,0.0,2.0,18.0,24.93,30.99,10.714,16.87,2.0,66.92,8.51,24.58,92.92,48.0,0.3304,249.59,1.0
26.0,90.0,10.0,2.0,2.0,8.0,13.06,15.97,8.773,10.7,0.0,63.07,23.45,13.48,92.36,75.0,0.0619,87.26,1.0
24.0,173.0,21.0975,0.0,0.0,10.0,14.18,21.17,12.034,10.59,0.0,74.4,15.82,9.78,89.5,48.0,0.2616,189.82,0.0
26.0,46.0,10.0,0.0,1.0,9.0,13.95,17.77,12.173,9.48,0.0,44.99,39.12,15.89,74.19,30.0,0.1366,62.42,0.0
32.0,26.0,5.0,1.0,0.0,6.0,15.19,25.25,8.892,7.58,0.0,76.07,0.99,22.95,73.91,83.0,0.161,30.01,0.0
49.0,300.0,42.195,0.0,0.0,18.0,37.61,42.03,8.903,13.78,4.0,45.01,51.98,3.0,95.17,29.0,0.243,272.26,1.0
32.0,98.0,21.0975,1.0,0.0,17.0,30.17,36.81,8.611,8.96,0.0,64.3,25.36,10.34,85.8,53.0,0.2646,117.25,0.0
34.0,41.0,10.0,0.0,1.0,14.0,23.62,27.51,9.559,10.86,0.0,40.37,48.59,11.05,100.0,46.0,0.2267,61.77,0.0
27.0,345.0,42.195,0.0,0.0,14.0,27.33,37.99,11.64,18.25,2.0,77.49,5.55,16.96,86.19,35.0,0.2336,295.89,1.0
30.0,355.0,42.195,0.0,0.0,14.0,50.35,59.05,8.9,19.5,2.0,88.06,5.32,6.62,92.3,41.0,0.0791,282.0,1.0
37.0,20.0,5.0,0.0,0.0,8.0,24.1,28.48,10.503,4.53,0.0,79.67,10.96,9.37,66.93,59.0,0.3186,25.87,0.0
50.0,305.0,42.195,1.0,0.0,14.0,57.44,67.89,6.514,18.02,1.0,59.46,18.88,21.66,81.95,79.0,0.2952,237.61,1.0
49.0,379.0,42.195,0.0,0.0,14.0,53.09,59.13,8.631,19.01,3.0,52.58,23.16,24.26,70.28,79.0,0.3671,256.14,1.0
24.0,228.0,42.195,1.0,1.0,14.0,25.42,29.78,9.125,12.48,2.0,45.44,35.06,19.5,76.08,51.0,0.245,251.33,0.0
28.0,185.0,42.195,2.0,0.0,19.0,45.26,59.04,6.5,18.69,4.0,85.07,10.98,3.95,89.63,87.0,0.3563,138.03,1.0
28.0,332.0,42.195,0.0,0.0,22.0,27.9,33.25,11.538,16.13,4.0,62.07,37.93,0.0,100.0,68.0,0.2532,269.65,1.0
31.0,312.0,42.195,1.0,2.0,21.0,20.48,29.52,9.744,16.27,4.0,68.54,14.15,17.31,73.16,32.0,0.2586,290.99,1.0
50.0,175.0,21.0975,1.0,2.0,19.0,32.47,47.95,6.758,11.96,0.0,49.12,29.93,20.95,74.72,55.0,0.1555,175.45,1.0
51.0,64.0,10.0,1.0,0.0,14.0,16.78,25.01,9.421,10.67,0.0,63.56,11.65,24.79,68.46,38.0,0.0699,65.4,1.0
32.0,86.0,10.0,0.0,0.0,8.0,31.77,36.5,10.344,11.29,0.0,76.11,14.6,9.28,86.55,50.0,0.0754,86.4,1.0
25.0,84.0,10.0,0.0,0.0,11.0,18.94,22.89,10.904,10.67,0.0,93.15,0.0,6.85,64.5,49.0,0.1275,76.7,1.0
32.0,365.0,42.195,1.0,1.0,24.0,39.86,53.73,8.871,21.11,3.0,46.77,44.25,8.98,92.42,59.0,0.4406,272.27,1.0
49.0,189.0,21.0975,0.0,0.0,18.0,35.61,41.2,10.506,13.93,0.0,63.85,16.5,19.65,69.35,28.0,0.0594,174.79,1.0
23.0,44.0,10.0,1.0,0.0,8.0,13.68,15.8,10.646,8.93,0.0,78.26,11.43,10.3,71.58,41.0,0.385,60.79,1.0
29.0,373.0,42.195,2.0,0.0,20.0,41.57,47.44,6.5,17.51,3.0,55.6,30.05,14.34,65.51,84.0,0.0773,278.37,1.0
46.0,42.0,10.0,0.0,0.0,13.0,17.09,19.02,10.627,9.25,0.0,83.36,1.62,15.02,80.13,41.0,0.0988,58.28,0.0
33.0,26.0,5.0,0.0,0.0,9.0,12.32,19.54,10.015,6.28,0.0,52.34,45.78,1.88,93.21,23.0,0.0252,30.97,0.0
46.0,81.0,10.0,0.0,0.0,10.0,21.85,27.01,10.412,9.43,0.0,67.67,8.29,24.04,95.87,79.0,0.1129,84.52,1.0
35.0,22.0,5.0,0.0,2.0,14.0,7.82,12.83,11.278,6.82,0.0,81.03,0.51,18.46,86.07,29.0,0.2922,31.21,0.0
51.0,153.0,21.0975,1.0,0.0,16.0,37.76,46.26,8.017,12.81,0.0,70.5,17.35,12.15,76.03,45.0,0.1193,149.96,1.0
35.0,205.0,21.0975,2.0,0.0,14.0,27.84,32.69,7.625,12.2,0.0,57.05,39.18,3.77,93.24,67.0,0.0388,170.29,1.0
27.0,199.0,21.0975,1.0,0.0,16.0,27.47,32.38,9.19,12.16,0.0,64.34,27.58,8.07,98.22,75.0,0.1528,180.34,1.0
44.0,268.0,42.195,0.0,0.0,22.0,57.54,64.46,8.769,19.1,4.0,75.84,18.56,5.6,86.97,42.0,0.4473,212.52,1.0
41.0,42.0,5.0,1.0,1.0,14.0,16.46,22.86,9.731,7.31,0.0,59.13,33.19,7.68,73.88,86.0,0.2877,45.21,0.0
25.0,44.0,10.0,2.0,0.0,10.0,18.91,29.27,6.723,7.55,0.0,61.01,28.9,10.09,68.86,40.0,0.0748,56.95,0.0
23.0,33.0,5.0,2.0,0.0,9.0,15.96,24.32,6.915,4.11,0.0,78.73,20.97,0.31,73.55,21.0,0.2136,34.81,1.0
48.0,272.0,42.195,2.0,0.0,13.0,24.46,35.22,7.211,15.98,2.0,73.56,13.23,13.21,83.54,62.0,0.0436,266.47,1.0
26.0,205.0,42.195,0.0,0.0,23.0,38.27,44.02,9.444,21.1,0.0,50.3,31.56,18.14,100.0,47.0,0.0779,221.25,0.0
45.0,28.0,5.0,0.0,0.0,14.0,16.1,26.79,9.91,4.54,0.0,72.18,13.04,14.78,71.3,45.0,0.2476,32.76,0.0
35.0,48.0,10.0,0.0,0.0,11.0,24.69,31.89,12.465,8.26,0.0,59.26,23.48,17.26,100.0,54.0,0.1775,55.81,0.0
39.0,148.0,21.0975,1.0,0.0,16.0,37.73,42.34,7.302,9.07,0.0,65.19,10.73,24.07,89.78,72.0,0.122,152.12,1.0
35.0,139.0,21.0975,2.0,0.0,15.0,18.87,28.32,8.696,12.75,0.0,75.43,24.47,0.1,69.28,48.0,0.2548,147.95,0.0
51.0,199.0,42.195,1.0,0.0,18.0,31.17,36.65,9.782,18.69,1.0,55.17,23.31,21.52,67.77,59.0,0.0561,224.92,0.0
52.0,40.0,5.0,0.0,0.0,8.0,12.9,18.21,11.097,5.64,0.0,78.75,9.41,11.84,100.0,67.0,0.0657,41.28,1.0
30.0,126.0,21.0975,1.0,1.0,10.0,28.23,34.13,10.497,14.14,0.0,50.48,31.25,18.27,79.62,56.0,0.2062,148.49,0.0
51.0,55.0,10.0,0.0,0.0,13.0,11.94,18.27,10.607,7.56,0.0,88.78,7.39,3.83,92.81,41.0,0.4299,68.72,0.0
50.0,202.0,21.0975,2.0,0.0,11.0,39.71,43.27,7.372,14.99,0.0,71.48,15.07,13.45,88.53,43.0,0.2548,187.89,1.0
46.0,141.0,21.0975,2.0,0.0,19.0,25.86,38.79,6.5,15.5,0.0,76.34,0.0,23.66,74.68,87.0,0.2483,127.64,1.0
22.0,317.0,42.195,1.0,0.0,14.0,37.49,51.42,7.508,14.16,3.0,44.04,45.57,10.39,92.5,24.0,0.1587,284.7,1.0
39.0,360.0,42.195,2.0,2.0,14.0,35.32,46.9,8.372,20.65,3.0,46.03,40.12,13.86,82.38,39.0,0.299,281.11,1.0
30.0,62.0,10.0,1.0,0.0,14.0,22.81,25.62,9.921,7.96,0.0,69.25,24.82,5.93,69.89,31.0,0.174,72.53,0.0
51.0,186.0,21.0975,0.0,0.0,16.0,26.31,33.1,9.881,12.79,0.0,90.39,4.65,4.95,93.68,54.0,0.2336,170.18,1.0
52.0,199.0,21.0975,2.0,0.0,10.0,41.0,45.03,6.718,13.86,0.0,57.97,39.44,2.59,77.24,23.0,0.097,180.68,1.0
36.0,124.0,21.0975,1.0,1.0,16.0,30.89,42.87,8.889,9.85,0.0,44.72,42.45,12.82,73.75,76.0,0.0856,150.7,0.0
38.0,143.0,21.0975,2.0,1.0,13.0,24.28,35.63,7.644,11.52,0.0,41.64,35.32,23.04,87.05,44.0,0.3359,143.92,1.0
39.0,32.0,5.0,0.0,0.0,6.0,11.13,17.69,10.548,4.77,0.0,53.75,22.62,23.63,78.29,49.0,0.0924,36.28,1.0
51.0,42.0,5.0,0.0,0.0,10.0,21.35,25.9,10.347,8.31,0.0,67.73,17.75,14.53,100.0,37.0,0.1373,40.37,1.0
28.0,37.0,5.0,2.0,0.0,14.0,6.43,10.47,7.421,4.45,0.0,64.94,31.73,3.33,76.44,83.0,0.2325,35.79,1.0
51.0,215.0,42.195,0.0,2.0,17.0,48.59,55.97,8.684,12.23,2.0,42.02,36.14,21.84,82.56,41.0,0.2018,229.23,0.0
24.0,397.0,42.195,0.0,0.0,12.0,37.03,53.53,9.591,12.15,4.0,82.62,10.41,6.97,60.81,55.0,0.1882,324.44,0.0
49.0,82.0,10.0,2.0,0.0,8.0,19.82,22.06,8.62,10.77,0.0,64.44,28.36,7.2,87.7,74.0,0.1765,84.25,1.0
24.0,159.0,21.0975,0.0,0.0,10.0,28.4,38.7,10.201,15.33,0.0,81.84,10.17,7.99,83.2,61.0,0.3414,168.42,1.0
45.0,55.0,10.0,0.0,0.0,14.0,13.84,20.16,10.693,11.77,0.0,88.33,6.6,5.07,70.57,32.0,0.1392,68.23,0.0
42.0,45.0,5.0,0.0,0.0,14.0,15.87,21.05,10.167,5.6,0.0,68.19,20.2,11.61,61.91,68.0,0.0969,43.06,1.0
46.0,43.0,5.0,2.0,1.0,6.0,16.54,19.78,8.118,4.38,0.0,24.17,65.03,10.79,98.85,73.0,0.1917,44.69,1.0
23.0,271.0,42.195,0.0,0.0,13.0,44.29,55.19,8.928,20.77,2.0,78.67,18.08,3.25,100.0,77.0,0.1011,237.89,1.0
25.0,51.0,10.0,1.0,0.0,8.0,16.21,25.76,8.539,8.66,0.0,93.65,0.0,6.35,79.24,83.0,0.1919,58.09,0.0
42.0,362.0,42.195,0.0,2.0,13.0,22.37,29.49,9.91,19.66,4.0,71.33,19.81,8.87,74.65,49.0,0.1279,304.02,1.0
51.0,99.0,21.0975,0.0,0.0,11.0,22.2,29.77,10.581,14.78,0.0,77.76,21.56,0.68,64.75,22.0,0.267,118.91,0.0
45.0,67.0,10.0,2.0,0.0,8.0,23.73,27.86,8.165,9.21,0.0,55.13,25.38,19.5,96.42,64.0,0.386,73.57,0.0
53.0,114.0,21.0975,1.0,0.0,18.0,26.63,35.7,7.359,13.13,0.0,35.81,46.68,17.51,80.43,49.0,0.4736,118.16,1.0
24.0,95.0,21.0975,2.0,2.0,10.0,27.11,32.06,6.733,13.11,0.0,65.92,19.69,14.39,74.81,32.0,0.3303,122.02,0.0
45.0,204.0,42.195,1.0,2.0,12.0,56.08,61.42,7.304,19.83,4.0,76.65,22.88,0.46,83.26,57.0,0.1913,171.87,1.0
31.0,104.0,21.0975,1.0,0.0,12.0,30.82,41.74,7.736,12.57,0.0,95.05,0.1,4.85,100.0,78.0,0.1392,123.11,0.0
26.0,230.0,42.195,0.0,1.0,20.0,54.08,60.12,7.358,17.45,0.0,36.99,53.61,9.41,97.41,36.0,0.1425,228.34,1.0
34.0,43.0,5.0,0.0,0.0,7.0,21.82,26.21,9.86,5.97,0.0,71.23,11.8,16.96,77.46,47.0,0.3462,42.69,1.0
35.0,175.0,21.0975,1.0,1.0,12.0,20.38,22.83,9.531,15.53,0.0,65.64,25.45,8.9,88.09,68.0,0.1091,178.34,1.0
45.0,43.0,10.0,0.0,1.0,13.0,24.71,33.39,10.568,6.92,0.0,68.85,20.16,11.0,70.69,39.0,0.1864,65.97,0.0
25.0,84.0,10.0,0.0,2.0,14.0,23.94,32.83,9.372,8.81,0.0,48.82,34.4,16.78,85.47,49.0,0.2279,89.85,0.0
40.0,354.0,42.195,1.0,0.0,12.0,26.93,32.11,10.425,18.25,1.0,59.94,35.76,4.3,66.51,52.0,0.4389,286.32,1.0
38.0,108.0,21.0975,2.0,0.0,15.0,18.57,26.12,9.426,15.74,0.0,60.83,25.49,13.68,80.41,86.0,0.0558,118.41,1.0
26.0,198.0,21.0975,1.0,0.0,14.0,41.31,49.86,7.311,12.73,0.0,71.85,15.95,12.2,80.65,35.0,0.058,166.59,1.0
51.0,351.0,42.195,0.0,1.0,24.0,22.04,31.58,9.556,14.76,4.0,24.77,59.25,15.98,64.67,28.0,0.1791,320.99,1.0
55.0,375.0,42.195,2.0,0.0,17.0,28.78,32.66,9.134,18.32,0.0,63.94,30.4,5.66,100.0,68.0,0.1446,323.54,1.0
48.0,90.0,10.0,2.0,0.0,14.0,10.82,16.87,8.587,6.44,0.0,70.58,10.57,18.85,74.54,45.0,0.118,83.12,1.0
42.0,79.0,10.0,0.0,0.0,15.0,29.34,37.17,10.965,8.26,0.0,55.6,38.22,6.19,97.3,70.0,0.3016,83.5,1.0
26.0,235.0,42.195,1.0,0.0,20.0,41.53,53.81,7.703,19.47,1.0,72.4,8.99,18.61,78.68,62.0,0.1796,209.06,1.0
32.0,321.0,42.195,1.0,0.0,18.0,25.9,31.29,9.385,13.57,2.0,69.18,28.93,1.89,78.74,29.0,0.0966,283.3,1.0
25.0,25.0,5.0,0.0,1.0,13.0,10.59,13.8,11.105,6.53,0.0,57.75,35.08,7.17,67.16,44.0,0.3057,34.14,0.0
29.0,30.0,5.0,2.0,0.0,11.0,17.78,24.07,7.859,4.17,0.0,78.26,16.19,5.55,58.27,50.0,0.0508,33.32,0.0
43.0,150.0,21.0975,1.0,1.0,20.0,24.76,36.19,8.259,13.97,0.0,49.25,27.69,23.06,100.0,27.0,0.2053,154.85,1.0
35.0,54.0,10.0,1.0,1.0,10.0,28.48,31.69,8.543,10.5,0.0,22.25,56.23,21.52,85.18,69.0,0.2248,71.03,0.0
22.0,38.0,5.0,0.0,2.0,8.0,10.13,16.17,11.703,4.01,0.0,59.02,33.77,7.22,90.54,64.0,0.097,42.72,0.0
22.0,39.0,10.0,0.0,0.0,15.0,30.55,37.43,10.06,11.56,0.0,72.18,23.97,3.86,81.79,88.0,0.2377,50.58,0.0
33.0,26.0,5.0,1.0,0.0,11.0,10.74,17.52,8.965,5.48,0.0,67.57,15.5,16.92,89.62,83.0,0.0447,32.84,0.0
26.0,71.0,10.0,0.0,0.0,16.0,20.69,28.22,9.75,6.64,0.0,73.41,13.91,12.68,95.59,34.0,0.0482,74.05,1.0
25.0,34.0,5.0,0.0,2.0,13.0,22.28,27.38,10.4,7.02,0.0,60.09,22.17,17.74,68.45,36.0,0.2073,35.05,1.0
27.0,117.0,21.0975,0.0,2.0,18.0,28.71,31.88,10.039,15.09,0.0,61.24,28.54,10.22,67.54,88.0,0.0755,142.38,0.0
